date,zone_id,name,impressions,clicks,revenue
2024-10-14 18:00:00-04:00,2289171,Pornhub Mobile - Middle Banner,19548602,10524,885.308702999878097
2024-11-03 02:00:00-05:00,30781,Pornhub PC - Inplayer,905372,3065,152.905860999965860
2024-09-29 05:00:00-04:00,2184351,Pornhub PC - Top Right Square,1966513,2144,199.323230999992675
2024-11-19 18:00:00-05:00,981,Pornhub Mobile - Header,43526311,42470,2455.548597999651580
2024-10-23 17:00:00-04:00,29051,Pornhub Mobile - Interstitial,2520365,41590,348.000990999976477
2024-09-29 22:00:00-04:00,2184351,Pornhub PC - Top Right Square,1780006,2272,222.281215999986947
2024-11-25 13:00:00-05:00,1970821,Pornhub PC - Popunder,83064,67593,101.233316999999175
2024-11-20 00:00:00-05:00,2412751,Pornhub Mobile - Watch Native,20203359,83665,1055.384206999938699
2024-11-25 02:00:00-05:00,30781,Pornhub PC - Inplayer,936656,2801,137.847784999956149
2024-09-16 08:00:00-04:00,5,Pornhub PC - Footer,6370350,822,77.722358999999998
2024-11-14 02:00:00-05:00,1869261,Pornhub Mobile Gay - Popunder,26626,20714,128.536574999999299
2024-11-03 13:00:00-05:00,2190771,Pornhub PC - NTVB,4900256,1458,210.838076999944815
2024-11-09 14:00:00-05:00,1845481,Pornhub PC - Preroll,1031609,45145,999.559639999979997
2024-09-06 08:00:00-04:00,985,Pornhub Mobile - Footer,40418245,8201,887.576568999979354
2024-10-24 14:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,156027,11349,66.609904999997887
2024-11-06 23:00:00-05:00,981,Pornhub Mobile - Header,36997288,35532,2578.582350999204815
2024-10-10 00:00:00-04:00,1845481,Pornhub PC - Preroll,764000,33694,968.405411999974237
2024-09-04 12:00:00-04:00,985,Pornhub Mobile - Footer,44635975,8199,896.902529999890227
2024-11-23 01:00:00-05:00,5,Pornhub PC - Footer,4975065,1129,76.457785999999700
2024-11-29 05:00:00-05:00,1970821,Pornhub PC - Popunder,61132,47232,121.640531999999281
2024-09-16 20:00:00-04:00,29051,Pornhub Mobile - Interstitial,2419818,13702,266.961139999984359
2024-10-28 23:00:00-04:00,2184351,Pornhub PC - Top Right Square,1717258,2207,219.508492999971013
2024-10-27 17:00:00-04:00,2184351,Pornhub PC - Top Right Square,2644402,2742,275.161315999977632
2024-11-26 07:00:00-05:00,1097741,Pornhub PC - Underplayer,1995667,2800,49.408662000000000
2024-10-13 08:00:00-04:00,1097741,Pornhub PC - Underplayer,2246847,3233,56.613444000000000
2024-10-06 03:00:00-04:00,985,Pornhub Mobile - Footer,42284016,13547,850.920944999857354
2024-10-29 23:00:00-04:00,985,Pornhub Mobile - Footer,40934580,14923,1012.296763999776714
2024-09-01 14:00:00-04:00,2402771,Pornhub Mobile - Search Native,11209356,58194,944.042988999834067
2024-09-18 12:00:00-04:00,985,Pornhub Mobile - Footer,45497549,8558,910.831633999946350
2024-11-25 06:00:00-05:00,1650251,Pornhub Mobile - Popunder,2452834,2051884,7409.073775999968616
2024-09-18 11:00:00-04:00,30781,Pornhub PC - Inplayer,1251306,3876,184.761875999968101
2024-09-10 20:00:00-04:00,1869261,Pornhub Mobile Gay - Popunder,29135,25026,130.346534999999066
2024-09-09 23:00:00-04:00,981,Pornhub Mobile - Header,35808114,29585,2529.286845999904452
2024-11-03 18:00:00-05:00,29051,Pornhub Mobile - Interstitial,2312957,25747,314.940661999981413
2024-10-08 21:00:00-04:00,2402771,Pornhub Mobile - Search Native,9412855,41619,913.997525999883272
2024-09-09 03:00:00-04:00,1845481,Pornhub PC - Preroll,949624,36411,910.767186999974758
2024-11-22 00:00:00-05:00,1650251,Pornhub Mobile - Popunder,2701418,2322058,9080.640087999968732
2024-10-05 09:00:00-04:00,30781,Pornhub PC - Inplayer,1150262,3863,169.019342999971886
2024-11-18 15:00:00-05:00,4038,Pornhub Mobile - Underplayer,18075915,6621,377.707538999634159
2024-09-17 10:00:00-04:00,2190771,Pornhub PC - NTVB,5454174,1851,239.426406999906517
2024-11-26 11:00:00-05:00,1845501,Pornhub Mobile - Preroll,7565794,368128,4996.175650999470338
2024-09-10 12:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,189332,12078,74.183152999975734
2024-11-20 09:00:00-05:00,2402771,Pornhub Mobile - Search Native,12674198,61530,989.735779999944707
2024-11-16 02:00:00-05:00,4038,Pornhub Mobile - Underplayer,15743984,6394,418.840738999749090
2024-10-28 17:00:00-04:00,2190761,Pornhub PC - NTVA,5564053,1704,232.895809999914651
2024-10-20 08:00:00-04:00,2289171,Pornhub Mobile - Middle Banner,17675141,10369,780.882158999876621
2024-10-09 14:00:00-04:00,2402771,Pornhub Mobile - Search Native,11926907,62355,1043.292333999893787
2024-10-16 16:00:00-04:00,2190761,Pornhub PC - NTVA,5702610,2201,276.939863999932729
2024-11-08 15:00:00-05:00,30781,Pornhub PC - Inplayer,1163161,3897,192.950153999966637
2024-09-25 00:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,161678,8971,75.014713999998924
2024-10-27 10:00:00-04:00,1970821,Pornhub PC - Popunder,88045,65531,115.349995999999428
2024-11-19 11:00:00-05:00,2402771,Pornhub Mobile - Search Native,12907335,62564,1028.644642999954791
2024-09-18 23:00:00-04:00,2190761,Pornhub PC - NTVA,3722670,1445,208.248395999830349
2024-10-20 10:00:00-04:00,1845501,Pornhub Mobile - Preroll,7882263,397292,5640.696213999740252
2024-10-03 01:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,164903,11092,73.646910999995481
2024-10-05 23:00:00-04:00,4038,Pornhub Mobile - Underplayer,14538949,8137,566.131443999899687
2024-10-06 01:00:00-04:00,29051,Pornhub Mobile - Interstitial,2879588,11099,258.486167999969072
2024-10-16 14:00:00-04:00,2190761,Pornhub PC - NTVA,5071522,1814,249.383282999934300
2024-11-21 18:00:00-05:00,5,Pornhub PC - Footer,6058940,989,79.914249999999991
2024-10-31 04:00:00-04:00,2184351,Pornhub PC - Top Right Square,1765313,1709,181.297538999984895
2024-11-07 18:00:00-05:00,2412751,Pornhub Mobile - Watch Native,22329502,89862,948.887382999803226
2024-11-09 13:00:00-05:00,29051,Pornhub Mobile - Interstitial,2204521,43158,298.974909999985103
2024-11-05 21:00:00-05:00,4038,Pornhub Mobile - Underplayer,14111770,6096,427.422941999716526
2024-10-23 07:00:00-04:00,1845481,Pornhub PC - Preroll,930180,36506,910.925806999951284
2024-10-11 09:00:00-04:00,4038,Pornhub Mobile - Underplayer,17030800,7407,512.879005999826674
2024-09-13 07:00:00-04:00,1869261,Pornhub Mobile Gay - Popunder,27920,23510,108.893090999999533
2024-10-12 01:00:00-04:00,1869261,Pornhub Mobile Gay - Popunder,33174,28274,155.203137999999379
2024-11-25 01:00:00-05:00,981,Pornhub Mobile - Header,36289994,35726,2282.951836998522050
2024-10-10 07:00:00-04:00,1097741,Pornhub PC - Underplayer,1921659,2744,46.961117000000000
2024-10-28 11:00:00-04:00,1845481,Pornhub PC - Preroll,1289019,49582,1203.186691999962508
2024-09-08 15:00:00-04:00,1650251,Pornhub Mobile - Popunder,3197946,2909848,8587.554679999934870
2024-09-16 15:00:00-04:00,30781,Pornhub PC - Inplayer,1249877,3965,179.501263999963438
2024-11-03 15:00:00-05:00,2412751,Pornhub Mobile - Watch Native,24342419,99180,1050.117837999860871
2024-11-16 15:00:00-05:00,1845501,Pornhub Mobile - Preroll,7397385,398174,5465.787102999733406
2024-09-14 22:00:00-04:00,1650251,Pornhub Mobile - Popunder,2070278,1903638,6803.737701999917656
2024-10-27 01:00:00-04:00,2190771,Pornhub PC - NTVB,3953456,1469,180.152925999987666
2024-10-01 13:00:00-04:00,29051,Pornhub Mobile - Interstitial,2880851,10474,261.795047999978783
2024-09-27 10:00:00-04:00,2250821,Pornhub PC - Preroll 3rd,0,0,0E-15
2024-10-31 14:00:00-04:00,985,Pornhub Mobile - Footer,43815933,12083,765.445047999839075
2024-10-26 21:00:00-04:00,29051,Pornhub Mobile - Interstitial,1721333,25618,237.688975999986391
2024-11-02 16:00:00-04:00,985,Pornhub Mobile - Footer,46729918,15095,917.761087999941737
2024-10-17 20:00:00-04:00,30781,Pornhub PC - Inplayer,867261,2980,161.910020999973608
2024-09-07 14:00:00-04:00,30781,Pornhub PC - Inplayer,1044129,3728,189.393447999972036
2024-11-19 12:00:00-05:00,2184351,Pornhub PC - Top Right Square,2727020,1863,289.513520999989562
2024-10-10 06:00:00-04:00,2412751,Pornhub Mobile - Watch Native,15521671,68239,650.086540999892664
2024-10-14 00:00:00-04:00,1650251,Pornhub Mobile - Popunder,2624630,2338760,8671.415215999964020
2024-10-25 21:00:00-04:00,2402771,Pornhub Mobile - Search Native,9872564,42867,894.040693999926983
2024-09-13 13:00:00-04:00,2402771,Pornhub Mobile - Search Native,11065234,55942,926.321577999877119
2024-09-07 12:00:00-04:00,1097741,Pornhub PC - Underplayer,2310059,3347,62.228272000000000
2024-09-21 06:00:00-04:00,2190771,Pornhub PC - NTVB,4014853,1273,166.445125999904666
2024-10-10 01:00:00-04:00,2412751,Pornhub Mobile - Watch Native,19325638,80625,870.407635999884576
2024-10-20 22:00:00-04:00,985,Pornhub Mobile - Footer,37682913,11710,965.951156999813968
2024-11-10 16:00:00-05:00,2184351,Pornhub PC - Top Right Square,2712862,2620,282.007133999981766
2024-10-28 21:00:00-04:00,2190761,Pornhub PC - NTVA,3695383,1317,183.487412999884754
2024-10-18 05:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,137143,9628,70.715715999998445
2024-10-02 01:00:00-04:00,1993761,Pornhub Mobile - Preroll Embed,164522,11380,70.984563999997636
2024-11-30 04:00:00-05:00,1970821,Pornhub PC - Popunder,65005,51849,130.169756999999159
2024-09-16 22:00:00-04:00,1845481,Pornhub PC - Preroll,828500,35877,1033.956095999973879
2024-11-05 12:00:00-05:00,1993761,Pornhub Mobile - Preroll Embed,140033,6231,38.744753999997258
2024-11-12 09:00:00-05:00,1993761,Pornhub Mobile - Preroll Embed,130405,6435,43.185477999995714
2024-10-18 09:00:00-04:00,4038,Pornhub Mobile - Underplayer,17230274,7133,460.678173999816456
2024-10-12 07:00:00-04:00,1650251,Pornhub Mobile - Popunder,2576388,2279578,7449.707727999949814
2024-11-11 07:00:00-05:00,1869261,Pornhub Mobile Gay - Popunder,30519,23739,138.513792999999073
2024-09-25 03:00:00-04:00,2289171,Pornhub Mobile - Middle Banner,13061751,7155,566.266295999907201
2024-10-09 01:00:00-04:00,1097741,Pornhub PC - Underplayer,1724214,2589,49.925414000000000
2024-11-05 01:00:00-05:00,30781,Pornhub PC - Inplayer,890274,2953,166.970732999962106
2024-09-27 15:00:00-04:00,2184351,Pornhub PC - Top Right Square,2489871,2896,282.247354999979422
2024-11-11 23:00:00-05:00,4038,Pornhub Mobile - Underplayer,15304701,7708,434.650630999557999
2024-09-29 14:00:00-04:00,1845481,Pornhub PC - Preroll,1079119,45418,1047.881060999985096
2024-10-07 00:00:00-04:00,30781,Pornhub PC - Inplayer,1086505,3276,184.619045999963408
2024-10-31 17:00:00-04:00,2190771,Pornhub PC - NTVB,5065657,1434,215.171434999944509
2024-11-06 14:00:00-05:00,30781,Pornhub PC - Inplayer,1125040,3532,174.849708999968086
2024-10-21 09:00:00-04:00,1650251,Pornhub Mobile - Popunder,3236486,2877190,9024.901103999925318
2024-11-28 16:00:00-05:00,30781,Pornhub PC - Inplayer,1176424,3129,134.173193999974071
2024-10-01 03:00:00-04:00,30781,Pornhub PC - Inplayer,907452,2618,120.958118999977514
2024-11-16 08:00:00-05:00,30781,Pornhub PC - Inplayer,1135105,3620,160.494939999962748
2024-10-14 22:00:00-04:00,2190771,Pornhub PC - NTVB,3604741,1283,198.126192999987377
2024-09-13 14:00:00-04:00,981,Pornhub Mobile - Header,37499427,30986,2354.711842999803900
